train_loss_mean,train_loss_std,train_accuracy_mean,train_accuracy_std,train_learning_rate_mean,train_learning_rate_std,val_loss_mean,val_loss_std,val_accuracy_mean,val_accuracy_std,epoch,epoch_run_time
1.6029272770881653,0.16067965936188428,0.29600000590085984,0.16800000519979572,0.0010000000000000005,4.336808689942018e-19,1.5584174760182699,0.15546496872751958,0.33866667409737905,0.16962180773458707,1,76.0975821018219
1.5962583608627319,0.16370972197569797,0.30200000619888306,0.1685111327441344,0.0009995115550240356,2.168404344971009e-19,1.623806079228719,0.19335605602422173,0.27733334024747214,0.2036816762834474,2,84.45470070838928
1.5597074100971222,0.1689343069648055,0.3404000070989132,0.17631744654127934,0.0009982912558975914,0.0,1.560974268913269,0.16514755173890297,0.33600000778834027,0.17331282611847898,3,79.02342653274536
1.530690348982811,0.17239528411196428,0.3700000084042549,0.17748239981674518,0.00099658461944753,0.0,1.4965333493550619,0.16737014066515057,0.41066667596499123,0.172490263433456,4,75.25089693069458
1.5238252229690552,0.19102497957751358,0.37520000866055486,0.1984564499582497,0.0009943933295608763,0.0,1.553330232302348,0.17092103762548194,0.3466666742165883,0.17987650688128723,5,75.02211284637451
1.4753691753149032,0.1924498439949586,0.42360001054406166,0.1992060306612975,0.000991719548418466,2.168404344971009e-19,1.507510970433553,0.18986406550150217,0.3893333423137665,0.19837563207480657,6,76.93623995780945
1.4664264030456542,0.17286513049942187,0.4332000104486942,0.1800493328910665,0.0009885659143607812,2.168404344971009e-19,1.4930527305603027,0.17775693837557296,0.4053333415587743,0.1846750946858767,7,76.80969023704529
1.4710413913726808,0.18219488275746928,0.4264000104367733,0.1912669403220669,0.000984935539283863,2.168404344971009e-19,1.4391140254338581,0.19732303862204306,0.4560000115633011,0.20541990119084677,8,76.0260238647461
1.468114760160446,0.1932961160313996,0.433600010573864,0.19997760508791343,0.0009808320055678876,2.168404344971009e-19,1.4687160952885945,0.1838010382237272,0.4240000094970067,0.19310791992574347,9,76.37287187576294
1.4449493334293366,0.19067616724724537,0.458400011241436,0.19501139020827157,0.0009762593625414189,0.0,1.4559448560078938,0.1936666727451605,0.44800001243750254,0.19823219446571733,10,77.17810678482056
1.4295633453130723,0.19340390252306525,0.47200001111626627,0.19742340809476291,0.0009712221224848302,1.0842021724855044e-19,1.4464802138010662,0.19636456943671307,0.4533333458503087,0.2022100190336662,11,76.80846905708313
1.4359189977645874,0.18871100657892073,0.46440001142024995,0.19578723712180907,0.0009657252561768461,3.2526065174565133e-19,1.4810368808110554,0.18366854673421476,0.42133334318796795,0.19203703965434,12,77.4946141242981
1.4332746217250825,0.18558146395285346,0.46520001158118246,0.18758721214164842,0.0009597741879885895,3.2526065174565133e-19,1.4286519384384155,0.18167463643196388,0.4773333474000295,0.1901391376659377,13,76.42793202400208
1.437054516196251,0.18974407148897088,0.4632000113725662,0.20001440528118095,0.0009533747905299707,3.2526065174565133e-19,1.440017852783203,0.17705535529436034,0.4586666776736577,0.18409659895006192,14,76.69553351402283
1.407379482269287,0.18969051288779779,0.49320001208782194,0.19522746209819503,0.0009465333788537151,0.0,1.398447604974111,0.2144290736679291,0.504000012477239,0.21752548213780085,15,77.10449314117432
1.4083652477264403,0.19729427079594686,0.49200001201033594,0.20633953091266752,0.00093925670422273,3.2526065174565133e-19,1.4563530667622884,0.18339214091719977,0.4453333445390065,0.1892394194596747,16,76.1558666229248
1.4290717511177062,0.19573806406832683,0.47360001158714293,0.20323149923358652,0.0009315519474469756,1.0842021724855044e-19,1.4345845413208007,0.19803611357532003,0.469333344300588,0.20263158109911047,17,76.2805495262146
1.4018759768009186,0.1912002063234448,0.49880001205205915,0.19737923366311205,0.000923426711796396,1.0842021724855044e-19,1.4514263025919596,0.19817823702979728,0.4480000094572703,0.20871671828733593,18,76.92659974098206
1.3879331511259079,0.2004836995028363,0.5136000123918056,0.20989292925274455,0.0009148890154969249,2.168404344971009e-19,1.3882503986358643,0.15701434525206034,0.5120000137885412,0.16730013524050227,19,77.17077898979187
1.400389285683632,0.20881072593010058,0.5008000121712685,0.21410128925795904,0.0009059472838169464,0.0,1.4999198420842488,0.2050058342821125,0.40266667703787484,0.20524674224642991,20,77.1284556388855
1.4510672146081924,0.19976984264447373,0.4520000111460686,0.2020297066743915,0.0008966103407520373,1.0842021724855044e-19,1.4358374826113383,0.2007925911150264,0.46400001168251037,0.20697182356068852,21,78.45654320716858
1.3987621573209763,0.18952545453884306,0.5048000122010707,0.19487678628287589,0.0008868874003161788,2.168404344971009e-19,1.3852233727773031,0.20719181623572977,0.5226666796207428,0.2138992537002105,22,77.62239527702332
1.3769429270029068,0.1962225948428057,0.524400012820959,0.2011085323786088,0.0008767880574480409,0.0,1.388575985431671,0.19055673201156817,0.5093333470821381,0.19944813285411234,23,77.16515135765076
1.3604085910320283,0.21128711145803267,0.542000012755394,0.21558293404399048,0.0008663222785413056,4.336808689942018e-19,1.406205194791158,0.20109839258571163,0.49333334545294444,0.20483055842387266,24,77.23300385475159
1.380736461520195,0.2038595156619536,0.522000012755394,0.20956145124232745,0.000855500391608373,2.168404344971009e-19,1.3904082012176513,0.17777467812226472,0.5093333472808202,0.1855969407120872,25,77.02609658241272
1.395769304394722,0.21276219545853794,0.5048000116348267,0.21701834423307523,0.000844333076087149,1.0842021724855044e-19,1.4171976558367412,0.21309147751555524,0.4826666778326035,0.21687067820273473,26,77.63611555099487
1.394020165324211,0.20606219668458137,0.5104000121951103,0.20893023181374962,0.000832831352300978,1.0842021724855044e-19,1.4032262142499288,0.22724155472573573,0.4960000111659368,0.23405982522017632,27,78.31843686103821
1.3665068179368973,0.20425868001231814,0.5348000129461289,0.2093536759204817,0.0008210065705821136,0.0,1.3543796157836914,0.21245667649245115,0.5493333448966344,0.21439734946483927,28,95.31500816345215
1.362006982922554,0.20324125829868406,0.5396000128984452,0.2088823627260005,0.0008088704000694535,1.0842021724855044e-19,1.3730059591929118,0.2076602239169285,0.5306666787465414,0.21539008921530206,29,126.24211025238037
1.3926698353290559,0.20265058214554305,0.5096000122129917,0.2058830781293544,0.0007964348171915962,2.168404344971009e-19,1.398989559809367,0.21333921051342514,0.5040000116825104,0.21996363809524597,30,118.88491797447205
1.3695615354776383,0.19598815361818364,0.531600013166666,0.19728517833682194,0.0007837120938465716,1.0842021724855044e-19,1.3968525695800782,0.21994287202457707,0.5066666787862778,0.22231109749918207,31,109.47664403915405
1.3715484141111374,0.20248324107747145,0.5272000124454498,0.20856692368326601,0.0007707147852899083,0.0,1.3752738722165425,0.22426967840388815,0.5280000114440918,0.22777767215674635,32,110.3306987285614
1.384598140835762,0.1924291060149428,0.5160000126063824,0.19875613642102427,0.0007574557177429854,2.168404344971009e-19,1.3872301491101582,0.19641647382096536,0.5093333460887273,0.20472638060534548,33,116.43555092811584
1.3497069613933563,0.20577165720846968,0.5524000128507615,0.20989102238029297,0.000743947975733884,1.0842021724855044e-19,1.3512741589546204,0.20958990212836284,0.5520000125964483,0.21624677460310293,34,110.38550519943237
1.3728495564460754,0.1949409871044851,0.5312000129520893,0.19936539675826317,0.000730204889183227,1.0842021724855044e-19,1.3987653764088948,0.23201190360083854,0.5040000116825104,0.23632746030973606,35,103.78486609458923
1.3648163168430327,0.20084220137159275,0.5360000124871731,0.2068429390187842,0.000716240020247744,1.0842021724855044e-19,1.4019109511375427,0.2102314964969381,0.504000011285146,0.21505968578965481,36,113.2468569278717
